,Subject,readable_actions,action,average of:
5875,17,WALKING_UPSTAIRS,fBodyGyro_Std_Y,-0.48115412
5876,17,WALKING_UPSTAIRS,fBodyGyro_Std_Z,-0.27789147
5877,17,WALKING_UPSTAIRS,fBodyAccMag_Mean,-0.150305643
5878,17,WALKING_UPSTAIRS,fBodyAccMag_Std,-0.217393171
5879,17,WALKING_UPSTAIRS,fBodyBodyAccJerkMag_Mean,-0.360299853
5880,17,WALKING_UPSTAIRS,fBodyBodyAccJerkMag_Std,-0.437383108
5881,17,WALKING_DOWNSTAIRS,Body_Acc_Mean_X,0.293918283
5882,17,WALKING_DOWNSTAIRS,Body_Acc_Mean_Y,-0.01673594
5883,17,WALKING_DOWNSTAIRS,Body_Acc_Mean_Z,-0.089243275
5884,17,WALKING_DOWNSTAIRS,Body_Acc_Std_X,0.18771976
5885,17,WALKING_DOWNSTAIRS,Body_Acc_Std_Y,-0.060789204
5886,17,WALKING_DOWNSTAIRS,Body_Acc_Std_Z,-0.231064157
5887,17,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_X,0.928817578
5888,17,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_Y,-0.151077058
5889,17,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_Z,-0.160962986
5890,17,WALKING_DOWNSTAIRS,Gravity_Acc_Std_X,-0.950026242
5891,17,WALKING_DOWNSTAIRS,Gravity_Acc_Std_Y,-0.946576676
5892,17,WALKING_DOWNSTAIRS,Gravity_Acc_Std_Z,-0.901097767
5893,17,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_X,0.118250858
5894,17,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_Y,-0.011382618
5895,17,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_Z,-0.009398381
5896,17,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_X,-0.103436471
5897,17,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_Y,-0.304063534
5898,17,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_Z,-0.536331571
5899,17,WALKING_DOWNSTAIRS,BodyGyro_Mean_X,0.067772839
5900,17,WALKING_DOWNSTAIRS,BodyGyro_Mean_Y,-0.123517196
5901,17,WALKING_DOWNSTAIRS,BodyGyro_Mean_Z,0.016287875
5902,17,WALKING_DOWNSTAIRS,BodyGyro_Std_X,-0.370436869
5903,17,WALKING_DOWNSTAIRS,BodyGyro_Std_Y,-0.45928199
5904,17,WALKING_DOWNSTAIRS,BodyGyro_Std_Z,-0.468462984
5905,17,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_X,-0.107770029
5906,17,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_Y,-0.038170237
5907,17,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_Z,-0.058251885
5908,17,WALKING_DOWNSTAIRS,BodyGyroJerk_Std_X,-0.526801825
5909,17,WALKING_DOWNSTAIRS,BodyGyroJerk_Std_Y,-0.572144734
5910,17,WALKING_DOWNSTAIRS,BodyGyroJerk_Std_Z,-0.542770647
5911,17,WALKING_DOWNSTAIRS,BodyAccMag_Mean,0.148951104
5912,17,WALKING_DOWNSTAIRS,NameBodyAccMag_Std,0.091407676
5913,17,WALKING_DOWNSTAIRS,GravityAccMag_Mean,0.148951104
5914,17,WALKING_DOWNSTAIRS,GravityAccMag_Std,0.091407676
5915,17,WALKING_DOWNSTAIRS,BodyAccJerkMag_Mean,-0.221631694
5916,17,WALKING_DOWNSTAIRS,BodyAccJerkMag_Std,-0.206576684
5917,17,WALKING_DOWNSTAIRS,BodyGyroMag_Mean,-0.232641763
5918,17,WALKING_DOWNSTAIRS,BodyGyroMag_Std,-0.352687281
5919,17,WALKING_DOWNSTAIRS,fBodyAcc_Mean_X,-0.022623917
5920,17,WALKING_DOWNSTAIRS,fBodyAcc_Mean_Y,-0.130272515
5921,17,WALKING_DOWNSTAIRS,fBodyAcc_Mean_Z,-0.318081861
5922,17,WALKING_DOWNSTAIRS,fBodyAcc_Std_X,0.258941676
5923,17,WALKING_DOWNSTAIRS,fBodyAcc_Std_Y,-0.086052736
5924,17,WALKING_DOWNSTAIRS,fBodyAcc_Std_Z,-0.245413542
5925,17,WALKING_DOWNSTAIRS,fBodyAccJerk_Mean_X,-0.215092049
5926,17,WALKING_DOWNSTAIRS,fBodyAccJerk_Mean_Y,-0.351268404
5927,17,WALKING_DOWNSTAIRS,fBodyAccJerk_Mean_Z,-0.498668458
5928,17,WALKING_DOWNSTAIRS,fBodyAccJerk_Std_X,-0.071876703
5929,17,WALKING_DOWNSTAIRS,fBodyAccJerk_Std_Y,-0.298931145
5930,17,WALKING_DOWNSTAIRS,fBodyAccJerk_Std_Z,-0.573043711
5931,17,WALKING_DOWNSTAIRS,fBodyGyro_Mean_X,-0.316412963
5932,17,WALKING_DOWNSTAIRS,fBodyGyro_Mean_Y,-0.451126869
5933,17,WALKING_DOWNSTAIRS,fBodyGyro_Mean_Z,-0.403380386
5934,17,WALKING_DOWNSTAIRS,fBodyGyro_Std_X,-0.393194732
5935,17,WALKING_DOWNSTAIRS,fBodyGyro_Std_Y,-0.469390428
5936,17,WALKING_DOWNSTAIRS,fBodyGyro_Std_Z,-0.54094952
5937,17,WALKING_DOWNSTAIRS,fBodyAccMag_Mean,0.058068052
5938,17,WALKING_DOWNSTAIRS,fBodyAccMag_Std,-0.061887677
5939,17,WALKING_DOWNSTAIRS,fBodyBodyAccJerkMag_Mean,-0.1886804
5940,17,WALKING_DOWNSTAIRS,fBodyBodyAccJerkMag_Std,-0.236538516
5941,17,SITTING,Body_Acc_Mean_X,0.27735702
5942,17,SITTING,Body_Acc_Mean_Y,-0.014156274
5943,17,SITTING,Body_Acc_Mean_Z,-0.113624085
5944,17,SITTING,Body_Acc_Std_X,-0.994443905
5945,17,SITTING,Body_Acc_Std_Y,-0.96185863
5946,17,SITTING,Body_Acc_Std_Z,-0.965729196
5947,17,SITTING,Gravity_Acc_Mean_X,0.944883748
5948,17,SITTING,Gravity_Acc_Mean_Y,-0.002814673
5949,17,SITTING,Gravity_Acc_Mean_Z,-0.135803882
5950,17,SITTING,Gravity_Acc_Std_X,-0.990196617
5951,17,SITTING,Gravity_Acc_Std_Y,-0.966720106
5952,17,SITTING,Gravity_Acc_Std_Z,-0.956610644
5953,17,SITTING,Body_Acc_Jerk_Mean_X,0.075070986
5954,17,SITTING,Body_Acc_Jerk_Mean_Y,0.00560971
5955,17,SITTING,Body_Acc_Jerk_Mean_Z,-0.001554484
5956,17,SITTING,Body_Acc_Jerk_Std_X,-0.994340603
5957,17,SITTING,Body_Acc_Jerk_Std_Y,-0.988637002
5958,17,SITTING,Body_Acc_Jerk_Std_Z,-0.990529262
5959,17,SITTING,BodyGyro_Mean_X,-0.042549159
5960,17,SITTING,BodyGyro_Mean_Y,-0.066924593
5961,17,SITTING,BodyGyro_Mean_Z,0.08600538
5962,17,SITTING,BodyGyro_Std_X,-0.989638326
5963,17,SITTING,BodyGyro_Std_Y,-0.986128681
5964,17,SITTING,BodyGyro_Std_Z,-0.979705226
5965,17,SITTING,BodyGyroJerk_Mean_X,-0.094247697
5966,17,SITTING,BodyGyroJerk_Mean_Y,-0.04111342
5967,17,SITTING,BodyGyroJerk_Mean_Z,-0.051090324
5968,17,SITTING,BodyGyroJerk_Std_X,-0.995255937
5969,17,SITTING,BodyGyroJerk_Std_Y,-0.994981881
5970,17,SITTING,BodyGyroJerk_Std_Z,-0.993841258
5971,17,SITTING,BodyAccMag_Mean,-0.972747346
5972,17,SITTING,NameBodyAccMag_Std,-0.965065191
5973,17,SITTING,GravityAccMag_Mean,-0.972747346
5974,17,SITTING,GravityAccMag_Std,-0.965065191
5975,17,SITTING,BodyAccJerkMag_Mean,-0.992814715
5976,17,SITTING,BodyAccJerkMag_Std,-0.991446499
5977,17,SITTING,BodyGyroMag_Mean,-0.967177744
5978,17,SITTING,BodyGyroMag_Std,-0.975410255
5979,17,SITTING,fBodyAcc_Mean_X,-0.993969382
5980,17,SITTING,fBodyAcc_Mean_Y,-0.969927989
5981,17,SITTING,fBodyAcc_Mean_Z,-0.974841605
5982,17,SITTING,fBodyAcc_Std_X,-0.994657314
5983,17,SITTING,fBodyAcc_Std_Y,-0.959789142
5984,17,SITTING,fBodyAcc_Std_Z,-0.962921073
5985,17,SITTING,fBodyAccJerk_Mean_X,-0.994542621
5986,17,SITTING,fBodyAccJerk_Mean_Y,-0.98832742
5987,17,SITTING,fBodyAccJerk_Mean_Z,-0.988828065
5988,17,SITTING,fBodyAccJerk_Std_X,-0.994613162
5989,17,SITTING,fBodyAccJerk_Std_Y,-0.989915811
5990,17,SITTING,fBodyAccJerk_Std_Z,-0.990818248
5991,17,SITTING,fBodyGyro_Mean_X,-0.988411068
5992,17,SITTING,fBodyGyro_Mean_Y,-0.98879398
5993,17,SITTING,fBodyGyro_Mean_Z,-0.981617098
5994,17,SITTING,fBodyGyro_Std_X,-0.99004126
5995,17,SITTING,fBodyGyro_Std_Y,-0.984813098
5996,17,SITTING,fBodyGyro_Std_Z,-0.980969645
5997,17,SITTING,fBodyAccMag_Mean,-0.973626755
5998,17,SITTING,fBodyAccMag_Std,-0.96539968
5999,17,SITTING,fBodyBodyAccJerkMag_Mean,-0.99142725
6000,17,SITTING,fBodyBodyAccJerkMag_Std,-0.990319626
6001,17,STANDING,Body_Acc_Mean_X,0.277942503
6002,17,STANDING,Body_Acc_Mean_Y,-0.017412006
6003,17,STANDING,Body_Acc_Mean_Z,-0.111432146
6004,17,STANDING,Body_Acc_Std_X,-0.99116392
6005,17,STANDING,Body_Acc_Std_Y,-0.968176664
6006,17,STANDING,Body_Acc_Std_Z,-0.970462679
6007,17,STANDING,Gravity_Acc_Mean_X,0.904678547
6008,17,STANDING,Gravity_Acc_Mean_Y,-0.257486818
6009,17,STANDING,Gravity_Acc_Mean_Z,-0.202687757
6010,17,STANDING,Gravity_Acc_Std_X,-0.985751366
6011,17,STANDING,Gravity_Acc_Std_Y,-0.975810476
6012,17,STANDING,Gravity_Acc_Std_Z,-0.969171762
6013,17,STANDING,Body_Acc_Jerk_Mean_X,0.074086496
6014,17,STANDING,Body_Acc_Jerk_Mean_Y,0.006578535
6015,17,STANDING,Body_Acc_Jerk_Mean_Z,-0.004035996
6016,17,STANDING,Body_Acc_Jerk_Std_X,-0.992094006
6017,17,STANDING,Body_Acc_Jerk_Std_Y,-0.98666126
6018,17,STANDING,Body_Acc_Jerk_Std_Z,-0.991217027
6019,17,STANDING,BodyGyro_Mean_X,-0.026957694
6020,17,STANDING,BodyGyro_Mean_Y,-0.077063213
6021,17,STANDING,BodyGyro_Mean_Z,0.088056187
6022,17,STANDING,BodyGyro_Std_X,-0.981373083
6023,17,STANDING,BodyGyro_Std_Y,-0.985121165
6024,17,STANDING,BodyGyro_Std_Z,-0.985538363
6025,17,STANDING,BodyGyroJerk_Mean_X,-0.101289169
6026,17,STANDING,BodyGyroJerk_Mean_Y,-0.040451875
6027,17,STANDING,BodyGyroJerk_Mean_Z,-0.054633133
6028,17,STANDING,BodyGyroJerk_Std_X,-0.989257196
6029,17,STANDING,BodyGyroJerk_Std_Y,-0.993699909
6030,17,STANDING,BodyGyroJerk_Std_Z,-0.992327099
6031,17,STANDING,BodyAccMag_Mean,-0.977635981
6032,17,STANDING,NameBodyAccMag_Std,-0.97537731
6033,17,STANDING,GravityAccMag_Mean,-0.977635981
6034,17,STANDING,GravityAccMag_Std,-0.97537731
6035,17,STANDING,BodyAccJerkMag_Mean,-0.991742754
6036,17,STANDING,BodyAccJerkMag_Std,-0.990363248
6037,17,STANDING,BodyGyroMag_Mean,-0.978184577
6038,17,STANDING,BodyGyroMag_Std,-0.977680837
6039,17,STANDING,fBodyAcc_Mean_X,-0.990927534
6040,17,STANDING,fBodyAcc_Mean_Y,-0.974170569
6041,17,STANDING,fBodyAcc_Mean_Z,-0.980231576
6042,17,STANDING,fBodyAcc_Std_X,-0.991318528
6043,17,STANDING,fBodyAcc_Std_Y,-0.966427324
6044,17,STANDING,fBodyAcc_Std_Z,-0.966999001
6045,17,STANDING,fBodyAccJerk_Mean_X,-0.992129226
6046,17,STANDING,fBodyAccJerk_Mean_Y,-0.986278342
6047,17,STANDING,fBodyAccJerk_Mean_Z,-0.989563633
6048,17,STANDING,fBodyAccJerk_Std_X,-0.992775378
6049,17,STANDING,fBodyAccJerk_Std_Y,-0.988200349
6050,17,STANDING,fBodyAccJerk_Std_Z,-0.991450378
6051,17,STANDING,fBodyGyro_Mean_X,-0.980696264
6052,17,STANDING,fBodyGyro_Mean_Y,-0.987334041
6053,17,STANDING,fBodyGyro_Mean_Z,-0.985954978
6054,17,STANDING,fBodyGyro_Std_X,-0.981791318
6055,17,STANDING,fBodyGyro_Std_Y,-0.983946585
6056,17,STANDING,fBodyGyro_Std_Z,-0.986725275
6057,17,STANDING,fBodyAccMag_Mean,-0.980967748
6058,17,STANDING,fBodyAccMag_Std,-0.975504841
6059,17,STANDING,fBodyBodyAccJerkMag_Mean,-0.990162799
6060,17,STANDING,fBodyBodyAccJerkMag_Std,-0.989472087
6061,17,LAYING,Body_Acc_Mean_X,0.269780086
6062,17,LAYING,Body_Acc_Mean_Y,-0.016846201
6063,17,LAYING,Body_Acc_Mean_Z,-0.10700628
6064,17,LAYING,Body_Acc_Std_X,-0.972960567
6065,17,LAYING,Body_Acc_Std_Y,-0.944792875
6066,17,LAYING,Body_Acc_Std_Z,-0.9534767
6067,17,LAYING,Gravity_Acc_Mean_X,-0.19913309
6068,17,LAYING,Gravity_Acc_Mean_Y,0.658792072
6069,17,LAYING,Gravity_Acc_Mean_Z,0.722657502
6070,17,LAYING,Gravity_Acc_Std_X,-0.961063222
6071,17,LAYING,Gravity_Acc_Std_Y,-0.961466681
6072,17,LAYING,Gravity_Acc_Std_Z,-0.957164565
6073,17,LAYING,Body_Acc_Jerk_Mean_X,0.077908975
6074,17,LAYING,Body_Acc_Jerk_Mean_Y,0.007068671
6075,17,LAYING,Body_Acc_Jerk_Mean_Z,-0.000143543
6076,17,LAYING,Body_Acc_Jerk_Std_X,-0.981489017
6077,17,LAYING,Body_Acc_Jerk_Std_Y,-0.976960543
6078,17,LAYING,Body_Acc_Jerk_Std_Z,-0.982813001
6079,17,LAYING,BodyGyro_Mean_X,-0.023475647
6080,17,LAYING,BodyGyro_Mean_Y,-0.094458019
6081,17,LAYING,BodyGyro_Mean_Z,0.11144049
6082,17,LAYING,BodyGyro_Std_X,-0.975893062
6083,17,LAYING,BodyGyro_Std_Y,-0.971484336
6084,17,LAYING,BodyGyro_Std_Z,-0.976200771
6085,17,LAYING,BodyGyroJerk_Mean_X,-0.102049764
6086,17,LAYING,BodyGyroJerk_Mean_Y,-0.036196114
6087,17,LAYING,BodyGyroJerk_Mean_Z,-0.060492705
6088,17,LAYING,BodyGyroJerk_Std_X,-0.980792372
6089,17,LAYING,BodyGyroJerk_Std_Y,-0.983135597
6090,17,LAYING,BodyGyroJerk_Std_Z,-0.988221713
6091,17,LAYING,BodyAccMag_Mean,-0.953021411
6092,17,LAYING,NameBodyAccMag_Std,-0.948257994
6093,17,LAYING,GravityAccMag_Mean,-0.953021411
6094,17,LAYING,GravityAccMag_Std,-0.948257994
6095,17,LAYING,BodyAccJerkMag_Mean,-0.981607628
6096,17,LAYING,BodyAccJerkMag_Std,-0.980126745
6097,17,LAYING,BodyGyroMag_Mean,-0.960733122
6098,17,LAYING,BodyGyroMag_Std,-0.959325499
6099,17,LAYING,fBodyAcc_Mean_X,-0.97435928
6100,17,LAYING,fBodyAcc_Mean_Y,-0.954648102
6101,17,LAYING,fBodyAcc_Mean_Z,-0.965406092
6102,17,LAYING,fBodyAcc_Std_X,-0.972438525
6103,17,LAYING,fBodyAcc_Std_Y,-0.942791616
6104,17,LAYING,fBodyAcc_Std_Z,-0.950116956
6105,17,LAYING,fBodyAccJerk_Mean_X,-0.981472069
6106,17,LAYING,fBodyAccJerk_Mean_Y,-0.977212388
6107,17,LAYING,fBodyAccJerk_Mean_Z,-0.980380059
6108,17,LAYING,fBodyAccJerk_Std_X,-0.983213244
6109,17,LAYING,fBodyAccJerk_Std_Y,-0.978343916
6110,17,LAYING,fBodyAccJerk_Std_Z,-0.983854159
6111,17,LAYING,fBodyGyro_Mean_X,-0.971949211
6112,17,LAYING,fBodyGyro_Mean_Y,-0.973669099
6113,17,LAYING,fBodyGyro_Mean_Z,-0.976164852
6114,17,LAYING,fBodyGyro_Std_X,-0.977203498
6115,17,LAYING,fBodyGyro_Std_Y,-0.970627807
6116,17,LAYING,fBodyGyro_Std_Z,-0.978357126
6117,17,LAYING,fBodyAccMag_Mean,-0.961046326
6118,17,LAYING,fBodyAccMag_Std,-0.949042532
6119,17,LAYING,fBodyBodyAccJerkMag_Mean,-0.979687319
6120,17,LAYING,fBodyBodyAccJerkMag_Std,-0.979657231
6121,18,WALKING,Body_Acc_Mean_X,0.273887759
6122,18,WALKING,Body_Acc_Mean_Y,-0.017802363
6123,18,WALKING,Body_Acc_Mean_Z,-0.104218315
6124,18,WALKING,Body_Acc_Std_X,-0.376005521
6125,18,WALKING,Body_Acc_Std_Y,-0.227005875
6126,18,WALKING,Body_Acc_Std_Z,-0.428348061
6127,18,WALKING,Gravity_Acc_Mean_X,0.923865249
6128,18,WALKING,Gravity_Acc_Mean_Y,-0.254317086
6129,18,WALKING,Gravity_Acc_Mean_Z,-0.060931342
6130,18,WALKING,Gravity_Acc_Std_X,-0.983010883
6131,18,WALKING,Gravity_Acc_Std_Y,-0.975311659
6132,18,WALKING,Gravity_Acc_Std_Z,-0.972483849
6133,18,WALKING,Body_Acc_Jerk_Mean_X,0.076752428
6134,18,WALKING,Body_Acc_Jerk_Mean_Y,0.028274548
6135,18,WALKING,Body_Acc_Jerk_Mean_Z,0.010685091
6136,18,WALKING,Body_Acc_Jerk_Std_X,-0.368056914
6137,18,WALKING,Body_Acc_Jerk_Std_Y,-0.320158763
6138,18,WALKING,Body_Acc_Jerk_Std_Z,-0.633325861
6139,18,WALKING,BodyGyro_Mean_X,-0.039939972
6140,18,WALKING,BodyGyro_Mean_Y,-0.061372736
6141,18,WALKING,BodyGyro_Mean_Z,0.094471839
6142,18,WALKING,BodyGyro_Std_X,-0.704439778
6143,18,WALKING,BodyGyro_Std_Y,-0.49643154
6144,18,WALKING,BodyGyro_Std_Z,-0.511417205
6145,18,WALKING,BodyGyroJerk_Mean_X,-0.09664353
6146,18,WALKING,BodyGyroJerk_Mean_Y,-0.043377113
6147,18,WALKING,BodyGyroJerk_Mean_Z,-0.050263157
6148,18,WALKING,BodyGyroJerk_Std_X,-0.578133968
6149,18,WALKING,BodyGyroJerk_Std_Y,-0.694925789
6150,18,WALKING,BodyGyroJerk_Std_Z,-0.663259579
6151,18,WALKING,BodyAccMag_Mean,-0.287908078
6152,18,WALKING,NameBodyAccMag_Std,-0.460346465
6153,18,WALKING,GravityAccMag_Mean,-0.287908078
6154,18,WALKING,GravityAccMag_Std,-0.460346465
6155,18,WALKING,BodyAccJerkMag_Mean,-0.379269262
6156,18,WALKING,BodyAccJerkMag_Std,-0.425418661
6157,18,WALKING,BodyGyroMag_Mean,-0.500471148
6158,18,WALKING,BodyGyroMag_Std,-0.608510091
6159,18,WALKING,fBodyAcc_Mean_X,-0.371475156
6160,18,WALKING,fBodyAcc_Mean_Y,-0.243606271
6161,18,WALKING,fBodyAcc_Mean_Z,-0.489771051
6162,18,WALKING,fBodyAcc_Std_X,-0.378068199
6163,18,WALKING,fBodyAcc_Std_Y,-0.267273645
6164,18,WALKING,fBodyAcc_Std_Z,-0.439861578
6165,18,WALKING,fBodyAccJerk_Mean_X,-0.414797154
6166,18,WALKING,fBodyAccJerk_Mean_Y,-0.361908549
6167,18,WALKING,fBodyAccJerk_Mean_Z,-0.601147247
6168,18,WALKING,fBodyAccJerk_Std_X,-0.375992795
6169,18,WALKING,fBodyAccJerk_Std_Y,-0.320264113
6170,18,WALKING,fBodyAccJerk_Std_Z,-0.664327149
6171,18,WALKING,fBodyGyro_Mean_X,-0.609673434
6172,18,WALKING,fBodyGyro_Mean_Y,-0.570898151
6173,18,WALKING,fBodyGyro_Mean_Z,-0.538152345
6174,18,WALKING,fBodyGyro_Std_X,-0.73490139
6175,18,WALKING,fBodyGyro_Std_Y,-0.460890662
6176,18,WALKING,fBodyGyro_Std_Z,-0.548409771
6177,18,WALKING,fBodyAccMag_Mean,-0.424386734
6178,18,WALKING,fBodyAccMag_Std,-0.565563057
6179,18,WALKING,fBodyBodyAccJerkMag_Mean,-0.414037751
6180,18,WALKING,fBodyBodyAccJerkMag_Std,-0.444453486
6181,18,WALKING_UPSTAIRS,Body_Acc_Mean_X,0.265401202
6182,18,WALKING_UPSTAIRS,Body_Acc_Mean_Y,-0.022206068
6183,18,WALKING_UPSTAIRS,Body_Acc_Mean_Z,-0.112655891
6184,18,WALKING_UPSTAIRS,Body_Acc_Std_X,-0.380168287
6185,18,WALKING_UPSTAIRS,Body_Acc_Std_Y,-0.21115512
6186,18,WALKING_UPSTAIRS,Body_Acc_Std_Z,-0.314373391
6187,18,WALKING_UPSTAIRS,Gravity_Acc_Mean_X,0.883330258
6188,18,WALKING_UPSTAIRS,Gravity_Acc_Mean_Y,-0.316619946
6189,18,WALKING_UPSTAIRS,Gravity_Acc_Mean_Z,-0.106112549
6190,18,WALKING_UPSTAIRS,Gravity_Acc_Std_X,-0.961738807
6191,18,WALKING_UPSTAIRS,Gravity_Acc_Std_Y,-0.942056881
6192,18,WALKING_UPSTAIRS,Gravity_Acc_Std_Z,-0.907839724
6193,18,WALKING_UPSTAIRS,Body_Acc_Jerk_Mean_X,0.081240203
6194,18,WALKING_UPSTAIRS,Body_Acc_Jerk_Mean_Y,0.021165469
6195,18,WALKING_UPSTAIRS,Body_Acc_Jerk_Mean_Z,0.009358966
6196,18,WALKING_UPSTAIRS,Body_Acc_Jerk_Std_X,-0.563202135
6197,18,WALKING_UPSTAIRS,Body_Acc_Jerk_Std_Y,-0.567940639
6198,18,WALKING_UPSTAIRS,Body_Acc_Jerk_Std_Z,-0.760829911
6199,18,WALKING_UPSTAIRS,BodyGyro_Mean_X,-0.047068392
6200,18,WALKING_UPSTAIRS,BodyGyro_Mean_Y,-0.052613382
6201,18,WALKING_UPSTAIRS,BodyGyro_Mean_Z,0.090673648
6202,18,WALKING_UPSTAIRS,BodyGyro_Std_X,-0.593841504
6203,18,WALKING_UPSTAIRS,BodyGyro_Std_Y,-0.507297003
6204,18,WALKING_UPSTAIRS,BodyGyro_Std_Z,-0.433922212
6205,18,WALKING_UPSTAIRS,BodyGyroJerk_Mean_X,-0.089995304
6206,18,WALKING_UPSTAIRS,BodyGyroJerk_Mean_Y,-0.052747261
6207,18,WALKING_UPSTAIRS,BodyGyroJerk_Mean_Z,-0.069253621
6208,18,WALKING_UPSTAIRS,BodyGyroJerk_Std_X,-0.760689029
6209,18,WALKING_UPSTAIRS,BodyGyroJerk_Std_Y,-0.828872171
6210,18,WALKING_UPSTAIRS,BodyGyroJerk_Std_Z,-0.718951758
6211,18,WALKING_UPSTAIRS,BodyAccMag_Mean,-0.279146313
6212,18,WALKING_UPSTAIRS,NameBodyAccMag_Std,-0.37184157
6213,18,WALKING_UPSTAIRS,GravityAccMag_Mean,-0.279146313
6214,18,WALKING_UPSTAIRS,GravityAccMag_Std,-0.37184157
6215,18,WALKING_UPSTAIRS,BodyAccJerkMag_Mean,-0.601463948
6216,18,WALKING_UPSTAIRS,BodyAccJerkMag_Std,-0.57933032
6217,18,WALKING_UPSTAIRS,BodyGyroMag_Mean,-0.3691086
6218,18,WALKING_UPSTAIRS,BodyGyroMag_Std,-0.528058134
6219,18,WALKING_UPSTAIRS,fBodyAcc_Mean_X,-0.465097262
6220,18,WALKING_UPSTAIRS,fBodyAcc_Mean_Y,-0.363450743
6221,18,WALKING_UPSTAIRS,fBodyAcc_Mean_Z,-0.522728377
6222,18,WALKING_UPSTAIRS,fBodyAcc_Std_X,-0.350639841
6223,18,WALKING_UPSTAIRS,fBodyAcc_Std_Y,-0.190550638
6224,18,WALKING_UPSTAIRS,fBodyAcc_Std_Z,-0.26957139
6225,18,WALKING_UPSTAIRS,fBodyAccJerk_Mean_X,-0.58941059
6226,18,WALKING_UPSTAIRS,fBodyAccJerk_Mean_Y,-0.579650286
6227,18,WALKING_UPSTAIRS,fBodyAccJerk_Mean_Z,-0.736149274
6228,18,WALKING_UPSTAIRS,fBodyAccJerk_Std_X,-0.575331252
6229,18,WALKING_UPSTAIRS,fBodyAccJerk_Std_Y,-0.585531433
6230,18,WALKING_UPSTAIRS,fBodyAccJerk_Std_Z,-0.78472843
6231,18,WALKING_UPSTAIRS,fBodyGyro_Mean_X,-0.59232371
6232,18,WALKING_UPSTAIRS,fBodyGyro_Mean_Y,-0.649817267
6233,18,WALKING_UPSTAIRS,fBodyGyro_Mean_Z,-0.504364097
6234,18,WALKING_UPSTAIRS,fBodyGyro_Std_X,-0.600711296
6235,18,WALKING_UPSTAIRS,fBodyGyro_Std_Y,-0.443429837
6236,18,WALKING_UPSTAIRS,fBodyGyro_Std_Z,-0.466022431
6237,18,WALKING_UPSTAIRS,fBodyAccMag_Mean,-0.436561064
6238,18,WALKING_UPSTAIRS,fBodyAccMag_Std,-0.436218933
6239,18,WALKING_UPSTAIRS,fBodyBodyAccJerkMag_Mean,-0.574481397
6240,18,WALKING_UPSTAIRS,fBodyBodyAccJerkMag_Std,-0.587926077
6241,18,WALKING_DOWNSTAIRS,Body_Acc_Mean_X,0.288439469
6242,18,WALKING_DOWNSTAIRS,Body_Acc_Mean_Y,-0.016866692
6243,18,WALKING_DOWNSTAIRS,Body_Acc_Mean_Z,-0.103390809
6244,18,WALKING_DOWNSTAIRS,Body_Acc_Std_X,-0.302634565
6245,18,WALKING_DOWNSTAIRS,Body_Acc_Std_Y,-0.254214046
6246,18,WALKING_DOWNSTAIRS,Body_Acc_Std_Z,-0.418610127
6247,18,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_X,0.932277478
6248,18,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_Y,-0.225809125
6249,18,WALKING_DOWNSTAIRS,Gravity_Acc_Mean_Z,-0.049363673
6250,18,WALKING_DOWNSTAIRS,Gravity_Acc_Std_X,-0.960404875
6251,18,WALKING_DOWNSTAIRS,Gravity_Acc_Std_Y,-0.932962218
6252,18,WALKING_DOWNSTAIRS,Gravity_Acc_Std_Z,-0.92166175
6253,18,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_X,0.080904405
6254,18,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_Y,-0.000757069
6255,18,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Mean_Z,-0.014176992
6256,18,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_X,-0.387223932
6257,18,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_Y,-0.447033873
6258,18,WALKING_DOWNSTAIRS,Body_Acc_Jerk_Std_Z,-0.651246665
6259,18,WALKING_DOWNSTAIRS,BodyGyro_Mean_X,-0.057654866
6260,18,WALKING_DOWNSTAIRS,BodyGyro_Mean_Y,-0.063621434
6261,18,WALKING_DOWNSTAIRS,BodyGyro_Mean_Z,0.098747168
6262,18,WALKING_DOWNSTAIRS,BodyGyro_Std_X,-0.502473034
6263,18,WALKING_DOWNSTAIRS,BodyGyro_Std_Y,-0.617230786
6264,18,WALKING_DOWNSTAIRS,BodyGyro_Std_Z,-0.483658261
6265,18,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_X,-0.083656657
6266,18,WALKING_DOWNSTAIRS,BodyGyroJerk_Mean_Y,-0.050912026
